city	total_waves	wave_order	peak	indexes	dates	case_numbers
Coronel Fabriciano	5	4	64	41,42,43,44,46,47,48,49,50,51,52,53	2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20	23,30,42,58,43,34,35,27,22,9,10,9
Coronel Fabriciano	5	5	17	55,57,57,58,60,61,62,63,64	2021-w22,2021-w24,2021-w24,2021-w25,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31	5,8,8,10,14,11,6,5,5
Muriaé	5	1	24	0,1,2,3,4,5,6,8,8,10,11,12,13	2020-w16,2020-w18,2020-w19,2020-w20,2020-w21,2020-w22,2020-w23,2020-w25,2020-w25,2020-w27,2020-w28,2020-w29,2020-w30	2,3,10,11,12,14,16,20,20,20,15,19,16
Muriaé	5	2	25	15,18,19,21,22,23,24,25,26,27	2020-w32,2020-w35,2020-w36,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44	18,12,20,18,17,15,19,7,4,8
Muriaé	5	3	41	29,30,31,33,34,35,36,37,38,39,40,41,42,43,44	2020-w46,2020-w47,2020-w48,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06,2021-w07,2021-w08	13,20,23,24,21,24,14,35,25,20,29,17,16,15,23
Muriaé	5	4	50	46,48,48,50,51,52,53,54	2021-w10,2021-w12,2021-w12,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18	35,38,38,39,31,28,28,25
Muriaé	5	5	20	56,59,61,62,63,64,65,66,67,68,69,70,71,72	2021-w20,2021-w23,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36	36,19,17,14,15,7,20,11,9,11,10,8,5,2
Ponte Nova	4	1	37	0,1,2,4,4,5,6,7,9,9,11,11,13,13,14,15,17,17,18,19,21,21,23,24,28,29,30	2020-w21,2020-w23,2020-w24,2020-w26,2020-w26,2020-w27,2020-w28,2020-w29,2020-w31,2020-w31,2020-w33,2020-w33,2020-w35,2020-w35,2020-w36,2020-w37,2020-w39,2020-w39,2020-w40,2020-w41,2020-w43,2020-w43,2020-w45,2020-w46,2020-w50,2020-w51,2020-w52	1,1,2,2,2,3,3,6,2,2,3,3,2,2,3,6,6,6,7,9,6,6,14,13,30,36,15
Ponte Nova	4	2	54	32,34,34,35,37,37,38,39,41,41,42,44,45,46,47,48,49	2021-w01,2021-w03,2021-w03,2021-w04,2021-w06,2021-w06,2021-w07,2021-w08,2021-w10,2021-w10,2021-w11,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18	15,8,8,14,9,9,15,30,43,43,52,38,34,27,24,27,23
Ponte Nova	4	3	21	51,54,55,57,58,59,60,61	2021-w20,2021-w23,2021-w24,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30	20,16,16,14,10,8,6,12
Ponte Nova	4	4	8	63,66,68,69,70,71,72,73,74,75,76,77,78,79	2021-w32,2021-w35,2021-w37,2021-w38,2021-w39,2021-w40,2021-w41,2021-w42,2021-w43,2021-w44,2021-w45,2021-w47,2021-w48,2021-w49	4,6,4,2,3,2,4,2,3,2,3,2,1,4
Manhuaçu	4	1	10	1,1,2,3,5,5,6,7,9,9,11,11,13,13,15,15,17,18,19,20,21,22,23,24,25,26	2020-w19,2020-w19,2020-w20,2020-w21,2020-w23,2020-w23,2020-w24,2020-w25,2020-w27,2020-w27,2020-w29,2020-w29,2020-w31,2020-w31,2020-w33,2020-w33,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44	1,1,1,1,2,2,5,7,6,6,7,7,7,7,7,7,9,8,9,8,12,8,7,9,1,3
Manhuaçu	4	2	11	28,29,31,31,33,34,35,36,37,38,39	2020-w46,2020-w47,2020-w49,2020-w49,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04	6,6,6,6,6,5,6,5,3,2,2
Manhuaçu	4	3	23	41,42,43,45,46,47,48,49	2021-w08,2021-w09,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16	1,3,6,22,16,13,3,13
Manhuaçu	4	4	17	51,52,54,54,56,56,58,59,60,61,62,63,64,65	2021-w18,2021-w19,2021-w21,2021-w21,2021-w23,2021-w23,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32	14,15,1,1,11,11,15,13,21,14,7,10,5,8
Sete Lagoas	5	1	10	0,1,2,3,4,5,6,8,9,10,11,12	2020-w15,2020-w18,2020-w19,2020-w20,2020-w22,2020-w24,2020-w25,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31	1,1,1,1,2,2,3,9,8,15,14,11
Sete Lagoas	5	2	27	14,15,17,18,19	2020-w33,2020-w34,2020-w36,2020-w37,2020-w38	19,22,22,8,16
Sete Lagoas	5	3	10	21,23,23,25,28,29	2020-w40,2020-w42,2020-w42,2020-w44,2020-w47,2020-w48	14,8,8,7,8,14
Sete Lagoas	5	4	42	31,34,36,36,37,39,39,40,41,43,43,44,46,46,48,49,50,51,52,53,54,55	2020-w50,2020-w53,2021-w02,2021-w02,2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w09,2021-w09,2021-w10,2021-w12,2021-w12,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21	15,6,15,15,15,11,11,13,17,18,18,47,40,40,22,18,21,16,13,21,9,8
Sete Lagoas	5	5	12	57,61,61,62,63,64,66,67,68,69,70,71,72	2021-w23,2021-w27,2021-w27,2021-w28,2021-w29,2021-w30,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38	10,5,5,7,9,10,8,2,6,1,3,2,2
Divinópolis	4	1	24	1,1,3,3,4,6,6,7,8,9,10,12,12,13,15,15,16,17,19,19,21,23,24,25,26,27,28,29	2020-w14,2020-w14,2020-w17,2020-w17,2020-w18,2020-w20,2020-w20,2020-w21,2020-w22,2020-w23,2020-w24,2020-w26,2020-w26,2020-w27,2020-w29,2020-w29,2020-w30,2020-w31,2020-w33,2020-w33,2020-w35,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43	1,1,1,1,2,2,2,3,3,5,7,6,6,10,3,3,10,10,16,16,21,13,24,17,15,14,6,11
Divinópolis	4	2	26	31,33,33,35,35,36,38,39,40,41,42,43	2020-w45,2020-w47,2020-w47,2020-w49,2020-w49,2020-w50,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04	11,11,11,16,16,19,19,17,31,16,20,19
Divinópolis	4	3	62	45,46,48,48,49,50,52,52,54,55,56,57,58,59,60	2021-w06,2021-w07,2021-w09,2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21	10,25,20,20,26,35,61,61,33,30,34,25,28,27,40
Divinópolis	4	4	16	62,65,66,67,68,70,70,71,73,74,75,76	2021-w23,2021-w26,2021-w27,2021-w28,2021-w29,2021-w31,2021-w31,2021-w32,2021-w34,2021-w35,2021-w36,2021-w37	20,16,16,17,18,13,13,14,11,10,9,9
Ubá	2	1	15	0,2,2,3,4,6,6,7,8,9,11,11,12,14,14,16,17,18,19,20,21,22,23,24,25,26,27	2020-w18,2020-w20,2020-w20,2020-w21,2020-w22,2020-w24,2020-w24,2020-w25,2020-w26,2020-w27,2020-w29,2020-w29,2020-w30,2020-w32,2020-w32,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44,2020-w45	2,1,1,1,3,2,2,3,6,8,7,7,8,5,5,12,10,5,15,13,9,8,13,5,5,2,7
Ubá	2	2	12	29,30,31,32,33,35,36,37,38,39,40	2020-w47,2020-w48,2020-w49,2020-w50,2020-w51,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05	6,10,11,12,12,11,10,9,2,8,4
Ipatinga	5	1	71	1,1,2,3,4,5,6,8,8,10,10,11,13,14,15,16,17,18,19,20,21,22,23,24	2020-w16,2020-w16,2020-w17,2020-w18,2020-w19,2020-w20,2020-w21,2020-w23,2020-w23,2020-w25,2020-w25,2020-w26,2020-w28,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39	1,1,1,1,4,8,20,24,24,40,40,69,62,53,79,52,48,47,45,48,44,36,31,39
Ipatinga	5	2	79	26,29,31,31,32,34,34,36,37,38,39,40,41,42,43,44,45,46,47	2020-w41,2020-w44,2020-w46,2020-w46,2020-w47,2020-w49,2020-w49,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09	32,23,42,42,53,50,50,73,70,27,74,44,28,32,19,30,27,20,47
Ipatinga	5	3	82	49,50,52,53,54,55	2021-w11,2021-w12,2021-w14,2021-w15,2021-w16,2021-w17	47,68,81,58,68,49
Ipatinga	5	4	60	57,59,59,61,61,63,63,64,66,67,68,69,70,71,72,73,74	2021-w19,2021-w21,2021-w21,2021-w23,2021-w23,2021-w25,2021-w25,2021-w26,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36	46,28,28,35,35,42,42,48,50,39,28,27,22,13,9,10,6
Ipatinga	5	5	5	76,78,78,80,80,82,82,84,85,88,89	2021-w38,2021-w40,2021-w40,2021-w42,2021-w42,2021-w44,2021-w44,2021-w46,2021-w47,2021-w50,2021-w51	10,2,2,1,1,4,4,3,2,2,3
Teófilo Otoni	4	1	13	1,1,2,4,4,6,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26	2020-w19,2020-w19,2020-w20,2020-w22,2020-w22,2020-w24,2020-w24,2020-w25,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44	2,2,6,5,5,5,5,8,10,8,12,10,7,11,8,9,5,14,4,9,4,7,6,5,3,7
Teófilo Otoni	4	2	13	28,29,30,32,34,35,36,37,38	2020-w46,2020-w47,2020-w48,2020-w50,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03	2,2,6,10,8,11,7,7,6
Teófilo Otoni	4	3	20	40,42,42,43,44,45,46,48,48,50,51,52,53,54,55,56,57	2021-w05,2021-w07,2021-w07,2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22	7,2,2,6,7,11,22,20,20,17,15,17,14,9,14,11,13
Teófilo Otoni	4	4	6	59,63,63,65,68,69,70,71,72,73	2021-w24,2021-w28,2021-w28,2021-w30,2021-w33,2021-w35,2021-w36,2021-w37,2021-w38,2021-w39	10,5,5,5,1,4,1,4,1,2
Pouso Alegre	4	1	9	0,1,3,3,5,5,6,8,9,10,11,12	2020-w13,2020-w14,2020-w16,2020-w16,2020-w19,2020-w19,2020-w20,2020-w22,2020-w23,2020-w24,2020-w25,2020-w26	2,2,2,2,3,3,6,7,2,4,3,8
Pouso Alegre	4	2	38	14,15,16,17,18,19,20,22,23,24	2020-w28,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w36,2020-w37,2020-w38	16,18,18,22,23,23,32,27,17,14
Pouso Alegre	4	3	25	26,29,31,31,32,33,34,36,36,38,38,39,40,42,42,44,49,50,51,52,53,54,55,56	2020-w40,2020-w43,2020-w45,2020-w45,2020-w46,2020-w47,2020-w48,2020-w50,2020-w50,2020-w52,2020-w52,2020-w53,2021-w01,2021-w03,2021-w03,2021-w05,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17	7,1,1,1,1,3,7,9,9,7,7,9,18,16,16,17,37,62,55,61,48,31,38,26
Pouso Alegre	4	4	33	58,61,63,64,65,66,67,68,69,70,71	2021-w19,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32	27,9,17,7,9,6,10,3,5,3,7
Montes Claros	5	1	4	0,2,2,3,4,6,6,8,13,14,15,16	2020-w13,2020-w18,2020-w18,2020-w19,2020-w20,2020-w22,2020-w22,2020-w24,2020-w29,2020-w30,2020-w31,2020-w32	1,1,1,1,1,2,2,3,26,37,23,27
Montes Claros	5	2	28	18,19,20,22,22,24,24,26,26,28,28,30,33,34,35	2020-w34,2020-w35,2020-w36,2020-w38,2020-w38,2020-w40,2020-w40,2020-w42,2020-w42,2020-w44,2020-w44,2020-w46,2020-w49,2020-w50,2020-w51	33,40,49,40,40,40,40,47,47,23,23,18,27,42,27
Montes Claros	5	3	200	37,41,41,42,43,44,45,46,47,49,50,51,52,53	2020-w53,2021-w04,2021-w04,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16	15,27,27,48,62,65,126,176,196,192,147,94,84,71
Montes Claros	5	4	90	55,56,57,59,59,60,62,63,64,65,66,67,68,69,70,71,72,73	2021-w18,2021-w19,2021-w20,2021-w22,2021-w22,2021-w23,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36	58,60,76,53,53,81,80,45,53,49,54,40,43,21,19,21,15,11
Montes Claros	5	5	16	75,76,78,79,80,81,82,83	2021-w38,2021-w39,2021-w41,2021-w42,2021-w43,2021-w44,2021-w45,2021-w46	9,10,13,8,5,9,4,5
Governador Valadares	5	1	39	0,1,2,3,4,5,7,7,9,9,10,11,12,13,15,15,17,18,19,20,21	2020-w12,2020-w13,2020-w15,2020-w16,2020-w18,2020-w19,2020-w21,2020-w21,2020-w23,2020-w23,2020-w24,2020-w25,2020-w26,2020-w27,2020-w29,2020-w29,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35	1,1,2,2,3,5,10,10,9,9,14,29,37,39,30,30,21,19,12,27,25
Governador Valadares	5	2	49	23,24,26,26,27,28,30,30,32,32,34,35,36,37,38,39,40,41,42,43,44	2020-w37,2020-w38,2020-w40,2020-w40,2020-w41,2020-w42,2020-w44,2020-w44,2020-w46,2020-w46,2020-w48,2020-w49,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05	21,23,29,29,29,29,28,28,34,34,46,32,35,24,11,5,21,13,17,6,12
Governador Valadares	5	3	69	46,47,48,49,50,52,52,53,55,56,57	2021-w07,2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w14,2021-w16,2021-w17,2021-w18	11,22,26,45,68,60,60,69,36,33,28
Governador Valadares	5	4	16	59,60,62,63,64,65,66,67	2021-w20,2021-w21,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28	15,15,12,11,10,8,10,9
Governador Valadares	5	5	10	69,71,71,73,73,74,76,76,78,78,80,81,82,83,84,85,86,87,88,89	2021-w30,2021-w32,2021-w32,2021-w34,2021-w34,2021-w35,2021-w37,2021-w37,2021-w39,2021-w39,2021-w41,2021-w42,2021-w43,2021-w44,2021-w45,2021-w46,2021-w47,2021-w48,2021-w49,2021-w50	8,2,2,3,3,5,6,6,7,7,4,3,6,3,2,4,1,2,1,3
Lagoa da Prata	3	1	6	1,1,2,3,5,6,7,8	2020-w21,2020-w21,2020-w22,2020-w23,2020-w25,2020-w26,2020-w27,2020-w28	1,1,3,4,5,4,5,4
Lagoa da Prata	3	2	6	10,12,12,13,15,18,19,20,21,22,23,24	2020-w30,2020-w32,2020-w32,2020-w33,2020-w35,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44	4,5,5,6,3,4,4,3,6,1,8,6
Lagoa da Prata	3	3	8	26,27,29,29,30,32,32,33,35,35,37,38,41,42	2020-w46,2020-w47,2020-w49,2020-w49,2020-w50,2020-w52,2020-w52,2020-w53,2021-w02,2021-w02,2021-w04,2021-w05,2021-w08,2021-w09	2,5,2,2,3,1,1,1,4,4,4,3,6,6
Barbacena	5	1	3	0,1,2,3,4,6,6,7,9,9,11,11,12,13,15,15,16,18,18,20,20,22,22,23,24,26,29,30	2020-w14,2020-w15,2020-w16,2020-w17,2020-w18,2020-w20,2020-w20,2020-w21,2020-w23,2020-w23,2020-w25,2020-w25,2020-w26,2020-w27,2020-w29,2020-w29,2020-w30,2020-w33,2020-w33,2020-w35,2020-w35,2020-w37,2020-w37,2020-w38,2020-w39,2020-w41,2020-w44,2020-w45	1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,1,2,1,1,5,5,1,1,3,3,2,3,6
Barbacena	5	2	23	32,33,34,36,36,38,38,39,41,42,43	2020-w47,2020-w48,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w01,2021-w03,2021-w04,2021-w05	3,5,10,16,16,20,20,23,19,12,9
Barbacena	5	3	45	45,47,47,48,49,51,52,53	2021-w07,2021-w09,2021-w09,2021-w10,2021-w11,2021-w13,2021-w14,2021-w15	7,8,8,16,34,32,26,37
Barbacena	5	4	23	55,58,60,60,62,63,64,65,66,67,68,69	2021-w17,2021-w20,2021-w22,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31	26,18,21,21,21,16,10,12,5,7,3,6
Barbacena	5	5	5	71,73,73,75,75,76,78,79,82,83	2021-w33,2021-w35,2021-w35,2021-w37,2021-w37,2021-w38,2021-w40,2021-w41,2021-w46,2021-w47	2,2,2,1,1,3,3,2,2,2
Poços de Caldas	3	1	19	1,1,2,3,4,5,7,7,8,10,10,11,12,14,14,16,16,17,19,21,22,23,24	2020-w13,2020-w13,2020-w15,2020-w20,2020-w22,2020-w23,2020-w25,2020-w25,2020-w26,2020-w28,2020-w28,2020-w29,2020-w30,2020-w32,2020-w32,2020-w34,2020-w34,2020-w35,2020-w37,2020-w39,2020-w40,2020-w41,2020-w42	1,1,1,1,3,4,2,2,5,2,2,4,10,8,8,12,12,19,13,10,12,3,8
Poços de Caldas	3	2	17	26,27,28,30,30,31,33,33,35,35,36,37,39,39,41,41,43,43,45,46,47,48,49,50,51,52	2020-w44,2020-w45,2020-w46,2020-w48,2020-w48,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w01,2021-w02,2021-w04,2021-w04,2021-w06,2021-w06,2021-w08,2021-w08,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17	5,7,8,9,9,14,4,4,6,6,7,7,11,11,4,4,6,6,9,7,18,11,19,13,15,14
Poços de Caldas	3	3	19	54,57,59,60,61,62,63,64,65	2021-w19,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w31	15,15,13,9,7,5,2,4,3
Ribeirão das Neves	4	1	4	0,2,2,4,4,5,6,8,8,9,11,11,13,13,14,16,17,18	2020-w21,2020-w23,2020-w23,2020-w25,2020-w25,2020-w26,2020-w27,2020-w29,2020-w29,2020-w30,2020-w32,2020-w32,2020-w34,2020-w34,2020-w35,2020-w37,2020-w38,2020-w39	1,3,3,2,2,6,7,5,5,6,5,5,2,2,2,3,1,2
Ribeirão das Neves	4	2	13	20,21,22,24,24,25,26,27,29,29,30,31,33,33,35,36,37,38	2020-w41,2020-w42,2020-w43,2020-w45,2020-w45,2020-w46,2020-w47,2020-w48,2020-w50,2020-w50,2020-w51,2020-w52,2021-w01,2021-w01,2021-w03,2021-w04,2021-w05,2021-w06	1,2,2,1,1,1,3,4,3,3,6,6,5,5,11,9,6,9
Ribeirão das Neves	4	3	40	40,41,42,43,45,46,47,48,49,50,51,52,53	2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21	11,14,16,32,25,20,25,10,15,10,23,18,16
Ribeirão das Neves	4	4	10	55,57,57,59,60,61,62,63,64,65	2021-w23,2021-w25,2021-w25,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w33,2021-w34	12,7,7,9,4,7,6,5,1,5
Contagem	3	1	34	0,1,2,4,4,6,6,7,8,9,11,11,12,13,15,15,16,18,18,20,20,22,22,24,25,26,27,28,29,30,31,32,33	2020-w12,2020-w14,2020-w15,2020-w17,2020-w17,2020-w19,2020-w19,2020-w20,2020-w21,2020-w22,2020-w24,2020-w24,2020-w25,2020-w26,2020-w28,2020-w28,2020-w29,2020-w31,2020-w31,2020-w33,2020-w33,2020-w35,2020-w35,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44,2020-w45,2020-w46	2,2,5,3,3,2,2,9,14,18,22,22,37,47,50,50,64,59,59,50,50,31,31,22,19,27,16,7,18,6,18,8,11
Contagem	3	2	104	35,36,38,38,40,40,41,42,44,44,46,46,48,48,49,50,51,53,53,55,55,57,57,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79	2020-w48,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w01,2021-w02,2021-w04,2021-w04,2021-w06,2021-w06,2021-w08,2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w15,2021-w15,2021-w17,2021-w17,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37,2021-w38,2021-w39	19,21,26,26,35,35,47,50,36,36,28,28,40,40,51,99,124,130,130,121,121,98,98,99,88,97,84,66,60,90,38,29,33,22,25,22,22,16,8,17,9,12,7,7
Contagem	3	3	3	81,83,83,84,86,87,88	2021-w41,2021-w44,2021-w44,2021-w45,2021-w47,2021-w48,2021-w50	6,2,2,2,2,1,2
Frutal	2	1	6	0,1,2,3,5,6,7	2020-w14,2020-w17,2020-w23,2020-w24,2020-w26,2020-w27,2020-w28	1,1,1,1,4,1,2
Frutal	2	2	8	9,11,11,12,14,14,16,16,18,18,19,20,21,22,23,25,25,26,27,28,30,30,31,32,34,34,36,36,37,39,39,41,42,45,46	2020-w30,2020-w32,2020-w32,2020-w34,2020-w36,2020-w36,2020-w38,2020-w38,2020-w41,2020-w41,2020-w42,2020-w43,2020-w44,2020-w46,2020-w50,2021-w10,2021-w10,2021-w11,2021-w12,2021-w13,2021-w15,2021-w15,2021-w16,2021-w17,2021-w19,2021-w19,2021-w21,2021-w21,2021-w22,2021-w24,2021-w24,2021-w26,2021-w27,2021-w30,2021-w31	1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,3,1,1,2,4,4,4,1,1,3,7,7,5,4,1,3
Nova Lima	2	1	6	0,1,3,3,4,6,6,7,8,10,10,12,12,14,14,15,16,18,18,19,20,22,22,24,24,26,27,29,30	2020-w22,2020-w23,2020-w25,2020-w25,2020-w26,2020-w29,2020-w29,2020-w30,2020-w31,2020-w33,2020-w33,2020-w35,2020-w35,2020-w37,2020-w37,2020-w38,2020-w39,2020-w44,2020-w44,2020-w45,2020-w46,2020-w48,2020-w48,2020-w50,2020-w50,2020-w52,2020-w53,2021-w02,2021-w03	1,1,2,2,4,3,3,4,4,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,5,4,5,6
Nova Lima	2	2	37	32,33,34,36,36,37,39,39,41,41,42,43,44,46,46,48,48,50,51,52	2021-w05,2021-w06,2021-w07,2021-w09,2021-w09,2021-w10,2021-w12,2021-w12,2021-w14,2021-w14,2021-w15,2021-w16,2021-w17,2021-w19,2021-w19,2021-w21,2021-w21,2021-w23,2021-w24,2021-w25	3,4,4,6,6,24,17,17,16,16,18,22,22,24,24,34,34,25,3,5
João Monlevade	4	1	3	0,1,2,3,4,5,6,7,8,10,13,14	2020-w16,2020-w17,2020-w20,2020-w21,2020-w24,2020-w26,2020-w28,2020-w29,2020-w30,2020-w32,2020-w35,2020-w36	1,1,1,1,2,2,3,3,3,2,5,5
João Monlevade	4	2	27	16,18,18,20,20,21,23,23,24,26,26,28,28,30,30,31,33,33,34,36,36,37,38,40,40,41,42,44,44,46,47,49,50,51,52	2020-w38,2020-w40,2020-w40,2020-w42,2020-w42,2020-w44,2020-w46,2020-w46,2020-w47,2020-w49,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w01,2021-w03,2021-w03,2021-w04,2021-w06,2021-w06,2021-w07,2021-w08,2021-w10,2021-w10,2021-w11,2021-w12,2021-w14,2021-w14,2021-w16,2021-w17,2021-w19,2021-w20,2021-w21,2021-w22	2,1,1,2,2,2,3,3,5,6,6,7,7,5,5,12,5,5,6,6,6,11,11,20,20,29,39,23,23,25,23,15,16,13,10
João Monlevade	4	3	10	54,56,56,58,59,60	2021-w24,2021-w26,2021-w26,2021-w28,2021-w29,2021-w30	18,7,7,9,8,12
João Monlevade	4	4	11	62,65,67,68,69,70	2021-w32,2021-w35,2021-w37,2021-w38,2021-w39,2021-w40	12,10,4,3,2,5
Formiga	2	1	3	0,1,2,4,4,6,6,8,8,10,14,15,16,17,18,19,20,21,22,23,24,25,26,27	2020-w18,2020-w25,2020-w26,2020-w28,2020-w28,2020-w30,2020-w30,2020-w37,2020-w37,2020-w39,2020-w44,2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04	1,4,5,3,3,2,2,1,1,2,2,5,3,2,4,3,7,3,3,2,12,7,4,11
Formiga	2	2	38	29,32,33,35,36,37,38,39,40	2021-w06,2021-w09,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17	11,15,28,27,24,23,22,8,16
Curvelo	5	1	9	0,1,2,4,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21	2020-w13,2020-w16,2020-w17,2020-w21,2020-w21,2020-w22,2020-w23,2020-w24,2020-w25,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38	1,2,2,1,1,1,1,4,4,8,4,9,4,1,5,3,5,1,10,3,6
Curvelo	5	2	18	23,27,27,28,29,31,31,32,34,37,38,39,40	2020-w40,2020-w44,2020-w44,2020-w45,2020-w46,2020-w48,2020-w48,2020-w49,2020-w51,2021-w01,2021-w02,2021-w03,2021-w04	3,3,3,5,5,4,4,11,15,14,17,5,7
Curvelo	5	3	25	42,44,44,45,46,48,48,50,50,52,53,54	2021-w06,2021-w08,2021-w08,2021-w09,2021-w10,2021-w12,2021-w12,2021-w14,2021-w14,2021-w16,2021-w17,2021-w18	7,11,11,19,29,27,27,23,23,19,17,12
Curvelo	5	4	9	56,60,60,61,62,64,65,66	2021-w20,2021-w24,2021-w24,2021-w25,2021-w26,2021-w28,2021-w29,2021-w30	17,7,7,8,8,5,2,5
Curvelo	5	5	5	68,69,70,71,72,74,75,76	2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w38,2021-w40,2021-w41	2,2,2,2,4,3,1,2
Ibirité	3	1	6	0,1,2,3,5,7,8,9,10,11,12,13	2020-w13,2020-w16,2020-w20,2020-w23,2020-w25,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33	1,1,1,2,5,14,19,13,18,5,10,8
